care_site_id,care_site_name,ward,room,bed,building,slug,bednumber,bay,sideroom,mortimer_market,waiting_room,RNTNE,ENT_ED,macmillan_cc,CHALF,POOL,tottenham_court_road,RLHIM,UCH,RESUS,MAJ,EDH,MINORS,patient_lounge,slug_room
286375197,F3NU^E03MCU BY05^BY05-A15,F3NU,E03MCU BY05,BY05-A15,NA,NA,A15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375240,ED^UCHED MAJORS05^05-MAJORS,ED,UCHED MAJORS05,05-MAJORS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286375251,UCHT00CDU^UCH T00 CDU BY01^BY01-CH07,UCHT00CDU,UCH T00 CDU BY01,BY01-CH07,UCH Tower,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375254,ED^UCHED RAT05^RAT-05,ED,UCHED RAT05,RAT-05,UCH Tower,Emergency Department,05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER
286375257,ED^UCHED MAJ303^MAJ3-03,ED,UCHED MAJ303,MAJ3-03,UCH Tower,Emergency Department,03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286375361,LW^E02LW SR08^SR08-A01,LW,E02LW SR08,SR08-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375363,F3NU^E03MCU BY08^BY08-A26,F3NU,E03MCU BY08,BY08-A26,NA,NA,A26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375399,F3NU^E03MCU BY06^BY06-A22,F3NU,E03MCU BY06,BY06-A22,NA,NA,A22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375429,TDDC^MMKT HTD WAITING^WAIT,TDDC,MMKT HTD WAITING,WAIT,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375456,TDDC^MMKT HTD SR05^SR05-05,TDDC,MMKT HTD SR05,SR05-05,NA,NA,05,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375725,MFAW^MFAU SR01^SR01-01,MFAW,MFAU SR01,SR01-01,NA,NA,01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375730,MFAW^MFAU SR04^SR04-04,MFAW,MFAU SR04,SR04-04,NA,NA,04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375732,BBNU^E03BC SR02^SR02-A01,BBNU,E03BC SR02,SR02-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375749,MFAW^MFAU SR06^SR06-06,MFAW,MFAU SR06,SR06-06,NA,NA,06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375794,JYNQ^Q4JY BY04^BY04-09,JYNQ,Q4JY BY04,BY04-09,NA,NA,09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375796,JYNQ^Q4JY SR02^SR02-02,JYNQ,Q4JY SR02,SR02-02,NA,NA,02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286375989,MFAW^MFAU SR03^SR03-03,MFAW,MFAU SR03,SR03-03,NA,NA,03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376000,ACU^E03ACU BY13^BY13-A51,ACU,E03ACU BY13,BY13-A51,NA,Assisted Conception Unit,A51,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376002,LW^E02LW SR10^SR10-A01,LW,E02LW SR10,SR10-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376004,F3NU^E03MCU BY03^BY03-A09,F3NU,E03MCU BY03,BY03-A09,NA,NA,A09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376063,ONCSUP^MCCSUP WAITING^WAIT,ONCSUP,MCCSUP WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376065,ONCSUP^MCCSUP CH06^CH06,ONCSUP,MCCSUP CH06,CH06,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376088,T1DC^T-1 CB03^CB03-03,T1DC,T-1 CB03,CB03-03,UCH Tower,NA,03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376099,T1DC^T-1 CB01^CB01-01,T1DC,T-1 CB01,CB01-01,UCH Tower,NA,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376255,ED^UCHED UTC10^10-UTC,ED,UCHED UTC10,10-UTC,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UTC
286376528,T12S^T12S BY06^BY06-35,T12S,T12S BY06,BY06-35,UCH Tower,T12 South - Adolescent Inpatient Unit,35,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376668,ED^UCHED UTC06^06-UTC,ED,UCHED UTC06,06-UTC,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UTC
286376753,T06G^T06G BY58^BY58-58,T06G,T06G BY58,BY58-58,UCH Tower,T6 Gynaecology,58,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376806,ED^UCHED MAJ304^MAJ3-04,ED,UCHED MAJ304,MAJ3-04,UCH Tower,Emergency Department,04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286376808,ED^UCHED MAJORS15^15-MAJORS,ED,UCHED MAJORS15,15-MAJORS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286376810,EAU^UCH T00 EAU BY01^BY01-07,EAU,UCH T00 EAU BY01,BY01-07,NA,NA,07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376812,T01^T01 BY03^BY03-38R,T01,T01 BY03,BY03-38R,UCH Tower,AMU,38R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376814,T13S^T13S BY06^BY06-41,T13S,T13S BY06,BY06-41,NA,NA,41,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286376832,ED^UCHED RAT06^RAT-CHAIR-06,ED,UCHED RAT06,RAT-CHAIR-06,UCH Tower,Emergency Department,06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER
286376835,ED^UCHED MAJORS09^09-MAJORS,ED,UCHED MAJORS09,09-MAJORS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286376837,EAU^UCH T00 EAU BY01^BY01-CH02,EAU,UCH T00 EAU BY01,BY01-CH02,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377042,P02IR^UCH P02 IR POOL^POOL,P02IR,UCH P02 IR POOL,POOL,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377045,NCNQ^C0NMCCC SR01^SR01-01,NCNQ,C0NMCCC SR01,SR01-01,NA,NA,01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377100,T12S^T12S BY04^BY04-28,T12S,T12S BY04,BY04-28,UCH Tower,T12 South - Adolescent Inpatient Unit,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377109,T03^T03 WAITING^WAIT,T03,T03 WAITING,WAIT,UCH Tower,Critical Care,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377267,CCIC^MCCDAY BD13^BD13,CCIC,MCCDAY BD13,BD13,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377289,CCIC^MCCDAY WAITING^WAIT,CCIC,MCCDAY WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377291,CCIC^MCCDAY BD11^BD11,CCIC,MCCDAY BD11,BD11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377309,CCIC^MCCDAY BD15^BD15,CCIC,MCCDAY BD15,BD15,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377324,CCIC^MCCDAY BD12^BD12,CCIC,MCCDAY BD12,BD12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377333,CCIC^MCCDAY BD14^BD14,CCIC,MCCDAY BD14,BD14,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377338,ONCSUP^MCCSUP IN TREAT^HOLDING,ONCSUP,MCCSUP IN TREAT,HOLDING,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377543,NCNQ^C0NMCCC BY01^BY01-02,NCNQ,C0NMCCC BY01,BY01-02,NA,NA,02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377550,NCNQ^C0NMCCC WAITING^WAIT,NCNQ,C0NMCCC WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377621,ED^UCHED RAT07^RAT-CHAIR-07,ED,UCHED RAT07,RAT-CHAIR-07,UCH Tower,Emergency Department,07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER
286377623,ED^UCHED MAJORS08^08-MAJORS,ED,UCHED MAJORS08,08-MAJORS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286377626,T10O^T10O BY01^BY01-04,T10O,T10O BY01,BY01-04,UCH Tower,T10 North - Oncology,04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286377628,T10O^T10O SR11^SR11-11,T10O,T10O SR11,SR11-11,UCH Tower,T10 North - Oncology,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378288,ED^UCHED PAEDS01^01-PAEDS,ED,UCHED PAEDS01,01-PAEDS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAEDS
286378374,DCNQ^RLHIMDCU CH28^CH28-28,DCNQ,RLHIMDCU CH28,CH28-28,NA,NA,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378379,DCNQ^RLHIMDCU CH32^CH32-32,DCNQ,RLHIMDCU CH32,CH32-32,NA,NA,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378382,DCNQ^RLHIMDCU CH17^CH17-17,DCNQ,RLHIMDCU CH17,CH17-17,NA,NA,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378385,DCNQ^RLHIMDCU CH13^CH13-13,DCNQ,RLHIMDCU CH13,CH13-13,NA,NA,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378393,DCNQ^RLHIMDCU CH25^CH25-25,DCNQ,RLHIMDCU CH25,CH25-25,NA,NA,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378396,DCNQ^RLHIMDCU CH30^CH30-30,DCNQ,RLHIMDCU CH30,CH30-30,NA,NA,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378636,ACU^E03ACU BY12^BY12-A47,ACU,E03ACU BY12,BY12-A47,NA,Assisted Conception Unit,A47,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378638,BBNU^E03BC PR05^PR05-A01,BBNU,E03BC PR05,PR05-A01,NA,NA,A01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378640,BBNU^E03BC SR01^SR01-A01,BBNU,E03BC SR01,SR01-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378642,F3NU^E03MCU BY03^BY03-A07,F3NU,E03MCU BY03,BY03-A07,NA,NA,A07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378827,CCCS^MCCCDU BD20^BD20,CCCS,MCCCDU BD20,BD20,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378836,CCCS^MCCCDU BD24^BD24,CCCS,MCCCDU BD24,BD24,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378857,CCCS^MCCCDU CH07^CH07,CCCS,MCCCDU CH07,CH07,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286378865,CCCS^MCCCDU AOS01^AOS01,CCCS,MCCCDU AOS01,AOS01,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379094,ED^UCHED UTC02^02-UTC,ED,UCHED UTC02,02-UTC,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UTC
286379096,null^UCH T00 CDU BY01^BY01-CH03,null,UCH T00 CDU BY01,BY01-CH03,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379103,ED^UCHED MAJORS18^18-MAJORS,ED,UCHED MAJORS18,18-MAJORS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286379326,DFNQ^C3DF SR02^SR02-02,DFNQ,C3DF SR02,SR02-02,NA,NA,02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379336,ED^UCHED MAJORS10^10-MAJORS,ED,UCHED MAJORS10,10-MAJORS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286379339,T01^T01 BY01^BY01-08Y,T01,T01 BY01,BY01-08Y,UCH Tower,AMU,08Y,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379341,T01^T01 BY04^BY04-49B,T01,T01 BY04,BY04-49B,UCH Tower,AMU,49B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379343,T07^T07N SR11^SR11-11,T07,T07N SR11,SR11-11,UCH Tower,T7 COE,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379345,T07^T07N BY03^BY03-15,T07,T07N BY03,BY03-15,UCH Tower,T7 COE,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379347,T07^T07N WAITING^WAIT,T07,T07N WAITING,WAIT,UCH Tower,T7 COE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379349,T07^T07N BY02^BY02-07,T07,T07N BY02,BY02-07,UCH Tower,T7 COE,07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379352,ED^UCHED RESUS03^03-RESUS,ED,UCHED RESUS03,03-RESUS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,RESUS
286379355,HASU^T07 BY06^BY06-29,HASU,T07 BY06,BY06-29,UCH Tower,Hyperacute Stroke Unit,29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379699,WSSS^WMSSSS BY01^BY01-03,WSSS,WMSSSS BY01,BY01-03,Westmoreland Street,WMS Short Stay Surgery,03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379701,WSSS^WMSSSS BY02^BY02-17,WSSS,WMSSSS BY02,BY02-17,Westmoreland Street,WMS Short Stay Surgery,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379703,W01THR^WMSW01THR POOL01^THR,W01THR,WMSW01THR POOL01,THR,Westmoreland Street,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379705,WSCC^WMSCCU CB04^CB04-04,WSCC,WMSCCU CB04,CB04-04,Westmoreland Street,WMS Critical Care,04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379707,WSU3^W03W BY03^BY03-309,WSU3,W03W BY03,BY03-309,Westmoreland Street,WMS 3rd floor Urology,309,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379718,WMSXR^WMSW01THR POOL01^THR,WMSXR,WMSW01THR POOL01,THR,Westmoreland Street,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379721,WSU3^W03W SR03^SR03-311,WSU3,W03W SR03,SR03-311,Westmoreland Street,WMS 3rd floor Urology,311,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379739,WSSS^WMSSSS BY02^BY02-16,WSSS,WMSSSS BY02,BY02-16,Westmoreland Street,WMS Short Stay Surgery,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286379741,WSSS^WMSSSS SR14^SR14-14,WSSS,WMSSSS SR14,SR14-14,Westmoreland Street,WMS Short Stay Surgery,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286380129,BBNU^E03BC SR03^SR03-A01,BBNU,E03BC SR03,SR03-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286380132,F3NU^E03MCU BY03^BY03-A06,F3NU,E03MCU BY03,BY03-A06,NA,NA,A06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286380198,ED^UCHED UTC01^01-UTC,ED,UCHED UTC01,01-UTC,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UTC
286380207,ED^UCHED MAJORS02^02-MAJORS,ED,UCHED MAJORS02,02-MAJORS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286380227,ED^UCHED RAT01^RAT-01,ED,UCHED RAT01,RAT-01,UCH Tower,Emergency Department,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER
